22
23002153,380,450,260
15002794,840,675,900
19002318,600,700,380
33009525,740,625,500
46001652,680,650,440
51009630,720,825,580
35001442,740,625,260
2041491,820,525,680
55010316,780,750,220
2067768,940,0,0
63000605,420,550,180
15001197,420,600,0
26000083,960,825,980
37005009,360,700,320
13002936,180,450,260
56004793,580,600,280
21019461,480,475,0
28006619,440,600,280
48006318,760,625,500
13002473,840,575,600
1073070,560,600,460
2015729,640,608,320
